index,breed_model,breed_CIDD,disease,genetic_disease,effective_ingredients,food
13,beagle,Beagle,Microphthalmia; ocular dysgenesis,1,"Beef liver, Sweet potato, Lentils",Beef liver & Sweet potato Lentils Stew
13,beagle,Beagle,Microphthalmia; ocular dysgenesis,1,"Beef liver, Carrot, Sweet potato",Beef liver with Carrot & Sweet potato
13,beagle,Beagle,Microphthalmia; ocular dysgenesis,1,"Salmon, Pumpkin, Spinach, Carrot, Blueberry",Bright Eyes Salmon Bowl #1
13,beagle,Beagle,Microphthalmia; ocular dysgenesis,1,"Egg yolk, Pumpkin, Kale, Asparagus, Blueberry",Clear Sight Egg yolk Dinner #3
13,beagle,Beagle,Microphthalmia; ocular dysgenesis,1,"Beef, Pumpkin, Broccoli, Spinach, Blueberry",Eye Protect Beef Plate #5
13,beagle,Beagle,Microphthalmia; ocular dysgenesis,1,"Mackerel, Broccoli, Lentils",Mackerel & Broccoli Lentils Stew
13,beagle,Beagle,Microphthalmia; ocular dysgenesis,1,"Mackerel, Spinach, Lentils",Mackerel & Spinach Lentils Stew
13,beagle,Beagle,Microphthalmia; ocular dysgenesis,1,"Oysters, Carrot, Lentils",Oysters & Carrot Lentils Stew
13,beagle,Beagle,Microphthalmia; ocular dysgenesis,1,"Oysters, Sweet potato, Lentils",Oysters & Sweet potato Lentils Stew
13,beagle,Beagle,Microphthalmia; ocular dysgenesis,1,"Beef liver, Sweet potato, Asparagus, Broccoli, Pumpkin seeds",Retina Guard Beef liver Mix
13,beagle,Beagle,Microphthalmia; ocular dysgenesis,1,"Salmon, Kale, Lentils",Salmon & Kale Lentils Stew
13,beagle,Beagle,Microphthalmia; ocular dysgenesis,1,"Salmon, Pumpkin, Lentils",Salmon & Pumpkin Lentils Stew
13,beagle,Beagle,Microphthalmia; ocular dysgenesis,1,"Sardines, Broccoli, Lentils",Sardines & Broccoli Lentils Stew
13,beagle,Beagle,Microphthalmia; ocular dysgenesis,1,"Sardines, Spinach, Lentils",Sardines & Spinach Lentils Stew
13,beagle,Beagle,Microphthalmia; ocular dysgenesis,1,"Sardine, Sweet potato, Carrot, Kale, Pumpkin seeds",Vision Shield Sardine Stew #2
13,beagle,Beagle,Mitral valve dysplasia,1,"Beef, Brown rice",Beef & Brown rice Bowl
13,beagle,Beagle,Mitral valve dysplasia,1,"Beef, Oats",Beef & Oats Porridge
13,beagle,Beagle,Mitral valve dysplasia,1,"Beef heart, Spinach, Brown rice",Beef heart & Spinach Brown Rice Bowl
13,beagle,Beagle,Mitral valve dysplasia,1,"Beef heart, Spinach, Oats",Beef heart & Spinach Oat Porridge
13,beagle,Beagle,Mitral valve dysplasia,1,"Beef liver, Brown rice",Beef liver & Brown rice Bowl
13,beagle,Beagle,Mitral valve dysplasia,1,"Beef liver, Oats",Beef liver & Oats Porridge
13,beagle,Beagle,Mitral valve dysplasia,1,"Chicken heart, Brown rice, Broccoli, Spinach, Pumpkin seeds",Cardio Shield Chicken heart Stew #2
13,beagle,Beagle,Mitral valve dysplasia,1,"Chicken, Brown rice",Chicken & Brown rice Bowl
13,beagle,Beagle,Mitral valve dysplasia,1,"Chicken, Oats",Chicken & Oats Porridge
13,beagle,Beagle,Mitral valve dysplasia,1,"Beef heart, Sweet potato, Spinach, Broccoli, Flaxseed",Heart Guard Beef heart Bowl #1
13,beagle,Beagle,Mitral valve dysplasia,1,"Sardine, Brown rice, Spinach, Broccoli, Pumpkin seeds",Heart Health Sardine Plate
13,beagle,Beagle,Mitral valve dysplasia,1,"Lamb, Brown rice",Lamb & Brown rice Bowl
13,beagle,Beagle,Mitral valve dysplasia,1,"Lamb, Oats",Lamb & Oats Porridge
13,beagle,Beagle,Mitral valve dysplasia,1,"Mackerel, Oats",Mackerel & Oats Porridge
13,beagle,Beagle,Mitral valve dysplasia,1,"Sardines, Brown rice",Sardines & Brown rice Bowl
13,beagle,Beagle,Mitral valve dysplasia,1,"Sardines, Oats",Sardines & Oats Porridge
13,beagle,Beagle,Mitral valve dysplasia,1,"Salmon, Oats, Spinach, Broccoli, Cod liver oil",Strong Heart Salmon Dinner #3
13,beagle,Beagle,Mitral valve dysplasia,1,"Egg (whole), Sweet potato, Broccoli, Spinach, Flaxseed",Taurine Boost Egg Mix #4
13,beagle,Beagle,Mitral valve dysplasia,1,"Turkey, Brown rice",Turkey & Brown rice Bowl
13,beagle,Beagle,Mitral valve dysplasia,1,"Turkey, Oats",Turkey & Oats Porridge
13,beagle,Beagle,Progressive retinal atrophy,1,"Beef, Carrot, Chickpeas",Beef & Carrot Chickpeas Stew
13,beagle,Beagle,Progressive retinal atrophy,1,"Beef liver, Corn, Chickpeas",Beef liver & Corn Chickpeas Stew
13,beagle,Beagle,Progressive retinal atrophy,1,"Beef liver, Sweet potato, Chickpeas",Beef liver & Sweet potato Chickpeas Stew
13,beagle,Beagle,Progressive retinal atrophy,1,"Salmon, Pumpkin, Carrot, Kale, Blueberry",Bright Eyes Salmon Bowl #1
13,beagle,Beagle,Progressive retinal atrophy,1,"Sardine, Pumpkin, Spinach, Broccoli, Blueberry",Clear Sight Sardine Dinner #3
13,beagle,Beagle,Progressive retinal atrophy,1,"Egg yolk, Kale, Chickpeas",Egg yolk & Kale Chickpeas Stew
13,beagle,Beagle,Progressive retinal atrophy,1,"Egg yolk, Spinach, Chickpeas",Egg yolk & Spinach Chickpeas Stew
13,beagle,Beagle,Progressive retinal atrophy,1,"Beef liver, Pumpkin, Chickpeas, Orange pepper, Blueberry",Eye Protect Beef liver Plate #5
13,beagle,Beagle,Progressive retinal atrophy,1,"Herring, Corn, Chickpeas",Herring & Corn Chickpeas Stew
13,beagle,Beagle,Progressive retinal atrophy,1,"Herring, Sweet potato, Chickpeas",Herring & Sweet potato Chickpeas Stew
13,beagle,Beagle,Progressive retinal atrophy,1,"Mackerel, Broccoli, Chickpeas",Mackerel & Broccoli Chickpeas Stew
13,beagle,Beagle,Progressive retinal atrophy,1,"Mackerel, Peas, Chickpeas",Mackerel & Peas Chickpeas Stew
13,beagle,Beagle,Progressive retinal atrophy,1,"Oysters, Carrot, Chickpeas",Oysters & Carrot Chickpeas Stew
13,beagle,Beagle,Progressive retinal atrophy,1,"Oysters, Chickpeas",Oysters & Chickpeas Stew
13,beagle,Beagle,Progressive retinal atrophy,1,"Beef, Sweet potato, Broccoli, Chickpeas, Cod liver oil",Retina Guard Beef Mix #4
13,beagle,Beagle,Progressive retinal atrophy,1,"Salmon, Kale, Chickpeas",Salmon & Kale Chickpeas Stew
13,beagle,Beagle,Progressive retinal atrophy,1,"Salmon, Spinach, Chickpeas",Salmon & Spinach Chickpeas Stew
13,beagle,Beagle,Progressive retinal atrophy,1,"Sardines, Broccoli, Chickpeas",Sardines & Broccoli Chickpeas Stew
13,beagle,Beagle,Progressive retinal atrophy,1,"Sardines, Peas, Chickpeas",Sardines & Peas Chickpeas Stew
13,beagle,Beagle,Progressive retinal atrophy,1,"Egg yolk, Sweet potato, Kale, Spinach, Pumpkin seeds",Vision Shield Egg yolk Stew #2
13,beagle,Beagle,Pulmonic stenosis,1,"Beef heart, Beef liver",Beef heart & Beef liver Stew
13,beagle,Beagle,Pulmonic stenosis,1,"Beef heart, Chicken",Beef heart & Chicken Stew
13,beagle,Beagle,Pulmonic stenosis,1,"Beef heart, Mackerel",Beef heart & Mackerel Stew
13,beagle,Beagle,Pulmonic stenosis,1,"Beef heart, Salmon",Beef heart & Salmon Stew
13,beagle,Beagle,Pulmonic stenosis,1,"Beef heart, Sardines",Beef heart & Sardines Stew
13,beagle,Beagle,Pulmonic stenosis,1,"Beef heart, Turkey",Beef heart & Turkey Stew
13,beagle,Beagle,Pulmonic stenosis,1,"Beef liver, Mackerel",Beef liver & Mackerel Stew
13,beagle,Beagle,Pulmonic stenosis,1,"Beef liver, Salmon",Beef liver & Salmon Stew
13,beagle,Beagle,Pulmonic stenosis,1,"Beef liver, Sardines",Beef liver & Sardines Stew
13,beagle,Beagle,Pulmonic stenosis,1,"Egg (whole), Sweet potato, Spinach, Pumpkin seeds",Cardio Shield Egg Stew
13,beagle,Beagle,Pulmonic stenosis,1,"Chicken, Beef",Chicken & Beef Stew
13,beagle,Beagle,Pulmonic stenosis,1,"Chicken, Sardines",Chicken & Sardines Stew
13,beagle,Beagle,Pulmonic stenosis,1,"Chicken heart, Sweet potato, Spinach, Blueberry",Heart Guard Chicken heart Bowl
13,beagle,Beagle,Pulmonic stenosis,1,"Beef heart, Sweet potato, Spinach, Blueberry",Heart Health Beef heart Plate #5
13,beagle,Beagle,Pulmonic stenosis,1,"Lamb, Herring",Lamb & Herring Stew
13,beagle,Beagle,Pulmonic stenosis,1,"Sardines, Herring",Sardines & Herring Stew
13,beagle,Beagle,Pulmonic stenosis,1,"Salmon, Sweet potato, Spinach, Blueberry",Strong Heart Salmon Dinner #3
13,beagle,Beagle,Pulmonic stenosis,1,"Sardine, Sweet potato, Spinach, Pumpkin seeds",Taurine Boost Sardine Mix #4
13,beagle,Beagle,Pulmonic stenosis,1,"Turkey, Lamb",Turkey & Lamb Stew
13,beagle,Beagle,Pulmonic stenosis,1,"Turkey, Mackerel",Turkey & Mackerel Stew
13,beagle,Beagle,Retinal dysplasia,1,"Beef, Chickpeas",Beef & Chickpeas Stew
13,beagle,Beagle,Retinal dysplasia,1,"Beef heart, Chickpeas",Beef heart & Chickpeas Stew
13,beagle,Beagle,Retinal dysplasia,1,"Beef liver, Kale, Chickpeas",Beef liver & Kale Chickpeas Stew
13,beagle,Beagle,Retinal dysplasia,1,"Beef liver, Spinach, Chickpeas",Beef liver & Spinach Chickpeas Stew
13,beagle,Beagle,Retinal dysplasia,1,"Sardine, Pumpkin, Broccoli, Carrot, Blueberry",Bright Eyes Sardine Bowl
13,beagle,Beagle,Retinal dysplasia,1,"Chicken, Chickpeas",Chicken & Chickpeas Stew
13,beagle,Beagle,Retinal dysplasia,1,"Egg yolk, Pumpkin, Kale, Spinach, Blueberry",Clear Sight Egg yolk Dinner #3
13,beagle,Beagle,Retinal dysplasia,1,"Egg yolk, Kale, Chickpeas",Egg yolk & Kale Chickpeas Stew
13,beagle,Beagle,Retinal dysplasia,1,"Egg yolk, Spinach, Chickpeas",Egg yolk & Spinach Chickpeas Stew
13,beagle,Beagle,Retinal dysplasia,1,"Beef heart, Pumpkin, Chickpeas, Broccoli, Blueberry",Eye Protect Beef heart Plate
13,beagle,Beagle,Retinal dysplasia,1,"Mackerel, Pumpkin, Chickpeas",Mackerel & Pumpkin Chickpeas Stew
13,beagle,Beagle,Retinal dysplasia,1,"Mackerel, Sweet potato, Chickpeas",Mackerel & Sweet potato Chickpeas Stew
13,beagle,Beagle,Retinal dysplasia,1,"Oysters, Pumpkin, Chickpeas",Oysters & Pumpkin Chickpeas Stew
13,beagle,Beagle,Retinal dysplasia,1,"Oysters, Sweet potato, Chickpeas",Oysters & Sweet potato Chickpeas Stew
13,beagle,Beagle,Retinal dysplasia,1,"Beef, Sweet potato, Spinach, Chickpeas, Pumpkin seeds",Retina Guard Beef Mix #4
13,beagle,Beagle,Retinal dysplasia,1,"Salmon, Broccoli, Chickpeas",Salmon & Broccoli Chickpeas Stew
13,beagle,Beagle,Retinal dysplasia,1,"Salmon, Carrot, Chickpeas",Salmon & Carrot Chickpeas Stew
13,beagle,Beagle,Retinal dysplasia,1,"Sardines, Broccoli, Chickpeas",Sardines & Broccoli Chickpeas Stew
13,beagle,Beagle,Retinal dysplasia,1,"Sardines, Carrot, Chickpeas",Sardines & Carrot Chickpeas Stew
13,beagle,Beagle,Retinal dysplasia,1,"Salmon, Sweet potato, Carrot, Kale, Pumpkin seeds",Vision Shield Salmon Stew #2
13,beagle,Beagle,Selective IgA deficiency,1,"Beef, Chickpeas",Beef & Chickpeas Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Beef liver, Chickpeas",Beef liver & Chickpeas Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Chicken, Chickpeas",Chicken & Chickpeas Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Beef, Sweet potato, Carrot, Spinach, Blueberry",Defense Boost Beef Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Salmon, Pumpkin, Spinach, Chickpeas, Pumpkin seeds",Defense Boost Salmon Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Eggs, Chickpeas",Eggs & Chickpeas Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Sardine, Sweet potato, Chickpeas, Kale, Blueberry",Guard Up Sardine Dinner
13,beagle,Beagle,Selective IgA deficiency,1,"Herring, Kale, Chickpeas",Herring & Kale Chickpeas Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Herring, Pumpkin, Chickpeas",Herring & Pumpkin Chickpeas Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Egg (whole), Sweet potato, Carrot, Spinach, Blueberry",Immune Shield Egg Bowl
13,beagle,Beagle,Selective IgA deficiency,1,"Yogurt, Pumpkin, Kale, Carrot, Pumpkin seeds",Immune Shield Yogurt Bowl
13,beagle,Beagle,Selective IgA deficiency,1,"Mackerel, Kale, Chickpeas",Mackerel & Kale Chickpeas Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Mackerel, Pumpkin, Chickpeas",Mackerel & Pumpkin Chickpeas Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Oysters, Chickpeas",Oysters & Chickpeas Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Salmon, Carrot, Chickpeas",Salmon & Carrot Chickpeas Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Salmon, Kale, Chickpeas",Salmon & Kale Chickpeas Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Salmon, Sweet potato, Chickpeas",Salmon & Sweet potato Chickpeas Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Sardines, Carrot, Chickpeas",Sardines & Carrot Chickpeas Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Sardines, Sweet potato, Chickpeas",Sardines & Sweet potato Chickpeas Stew
13,beagle,Beagle,Selective IgA deficiency,1,"Turkey, Chickpeas",Turkey & Chickpeas Stew
13,beagle,Beagle,Shaker dog syndrome,0,"Salmon, Sweet potato, Spinach, Blueberry",Brain Boost Salmon Bowl #1
13,beagle,Beagle,Shaker dog syndrome,0,"Beef liver, Brown rice, Spinach, Blueberry",Calm Mind Beef liver Dinner #3
13,beagle,Beagle,Shaker dog syndrome,0,"Chicken, Spinach, Brown rice",Chicken & Spinach Brown Rice Bowl
13,beagle,Beagle,Shaker dog syndrome,0,"Chicken, Sweet potato, Brown rice",Chicken & Sweet potato Brown Rice Bowl
13,beagle,Beagle,Shaker dog syndrome,0,"Chicken, Sweet potato, Oats",Chicken & Sweet potato Oat Porridge
13,beagle,Beagle,Shaker dog syndrome,0,"Eggs, Brown rice",Eggs & Brown rice Bowl
13,beagle,Beagle,Shaker dog syndrome,0,"Eggs, Oats",Eggs & Oats Porridge
13,beagle,Beagle,Shaker dog syndrome,0,"Mackerel, Brown rice",Mackerel & Brown rice Bowl
13,beagle,Beagle,Shaker dog syndrome,0,"Mackerel, Oats",Mackerel & Oats Porridge
13,beagle,Beagle,Shaker dog syndrome,0,"Egg (whole), Oats, Spinach, Pumpkin seeds",Nerve Care Egg Mix #4
13,beagle,Beagle,Shaker dog syndrome,0,"Sardine, Banana, Spinach, Flaxseed",Neuro Shield Sardine Stew #2
13,beagle,Beagle,Shaker dog syndrome,0,"Salmon, Brown rice",Salmon & Brown rice Bowl
13,beagle,Beagle,Shaker dog syndrome,0,"Salmon, Oats",Salmon & Oats Porridge
13,beagle,Beagle,Shaker dog syndrome,0,"Sardines, Brown rice",Sardines & Brown rice Bowl
13,beagle,Beagle,Shaker dog syndrome,0,"Sardines, Oats",Sardines & Oats Porridge
13,beagle,Beagle,Shaker dog syndrome,0,"Chicken, Sweet potato, Spinach, Blueberry",Seizure Shield Chicken Plate #5
13,beagle,Beagle,Shaker dog syndrome,0,"Turkey, Spinach, Banana",Turkey & Spinach Bowl with Banana
13,beagle,Beagle,Shaker dog syndrome,0,"Turkey, Spinach, Brown rice",Turkey & Spinach Brown Rice Bowl
13,beagle,Beagle,Shaker dog syndrome,0,"Turkey, Spinach, Oats",Turkey & Spinach Oat Porridge
13,beagle,Beagle,Shaker dog syndrome,0,"Turkey, Sweet potato, Brown rice",Turkey & Sweet potato Brown Rice Bowl
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Beef liver, Spinach, Sunflower seeds",Beef liver & Spinach with Sunflower seeds
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Egg yolk, Sweet potato, Spinach, Carrot, Blueberry",Bright Eyes Egg yolk Bowl #1
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Sardine, Sweet potato, Kale, Spinach, Blueberry",Clear Sight Sardine Dinner #3
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Mackerel, Sweet potato, Carrot, Kale, Blueberry",Eye Protect Mackerel Plate #5
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Mackerel, Pumpkin, Sunflower seeds",Mackerel & Pumpkin with Sunflower seeds
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Mackerel, Spinach, Sunflower seeds",Mackerel & Spinach with Sunflower seeds
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Beef liver, Pumpkin, Spinach, Carrot, Sunflower seeds",Retina Guard Beef liver Mix #4
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Salmon, Carrot, Sunflower seeds",Salmon & Carrot with Sunflower seeds
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Salmon, Sardines, Carrot",Salmon & Sardines Stew with Carrot
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Salmon, Sweet potato, Sunflower seeds",Salmon & Sweet potato with Sunflower seeds
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Salmon, Carrot, Pumpkin",Salmon with Carrot & Pumpkin
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Salmon, Carrot, Spinach",Salmon with Carrot & Spinach
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Salmon, Carrot, Sweet potato",Salmon with Carrot & Sweet potato
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Salmon, Sweet potato, Pumpkin",Salmon with Sweet potato & Pumpkin
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Sardines, Carrot, Sunflower seeds",Sardines & Carrot with Sunflower seeds
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Sardines, Pumpkin, Sunflower seeds",Sardines & Pumpkin with Sunflower seeds
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Sardines, Sweet potato, Sunflower seeds",Sardines & Sweet potato with Sunflower seeds
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Sardines, Carrot, Pumpkin",Sardines with Carrot & Pumpkin
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Sardines, Carrot, Sweet potato",Sardines with Carrot & Sweet potato
13,beagle,Beagle,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",1,"Salmon, Pumpkin, Carrot, Kale, Sunflower seeds",Vision Shield Salmon Stew #2
14,collie,Bearded collie,Cataracts,1,"Beef, Chickpeas",Beef & Chickpeas Stew
14,collie,Bearded collie,Cataracts,1,"Beef, Sweet potato, Chickpeas",Beef & Sweet potato Chickpeas Stew
14,collie,Bearded collie,Cataracts,1,"Egg yolk, Pumpkin, Broccoli, Carrot, Blueberry",Bright Eyes Egg yolk Bowl
14,collie,Bearded collie,Cataracts,1,"Sardine, Pumpkin, Kale, Spinach, Blueberry",Clear Sight Sardine Dinner
14,collie,Bearded collie,Cataracts,1,"Egg yolk, Kale, Blueberries",Egg yolk & Kale Bowl with Blueberries
14,collie,Bearded collie,Cataracts,1,"Egg yolk, Kale, Chickpeas",Egg yolk & Kale Chickpeas Stew
14,collie,Bearded collie,Cataracts,1,"Egg yolk, Spinach, Chickpeas",Egg yolk & Spinach Chickpeas Stew
14,collie,Bearded collie,Cataracts,1,"Herring, Pumpkin, Bell pepper, Chickpeas, Blueberry",Eye Protect Herring Plate
14,collie,Bearded collie,Cataracts,1,"Herring, Bell pepper, Chickpeas",Herring & Bell pepper Chickpeas Stew
14,collie,Bearded collie,Cataracts,1,"Herring, Corn, Chickpeas",Herring & Corn Chickpeas Stew
14,collie,Bearded collie,Cataracts,1,"Mackerel, Broccoli, Chickpeas",Mackerel & Broccoli Chickpeas Stew
14,collie,Bearded collie,Cataracts,1,"Mackerel, Peas, Chickpeas",Mackerel & Peas Chickpeas Stew
14,collie,Bearded collie,Cataracts,1,"Oysters, Bell pepper, Chickpeas",Oysters & Bell pepper Chickpeas Stew
14,collie,Bearded collie,Cataracts,1,"Oysters, Corn, Chickpeas",Oysters & Corn Chickpeas Stew
14,collie,Bearded collie,Cataracts,1,"Beef, Sweet potato, Spinach, Bell pepper, Sunflower seeds",Retina Guard Beef Mix
14,collie,Bearded collie,Cataracts,1,"Salmon, Kale, Chickpeas",Salmon & Kale Chickpeas Stew
14,collie,Bearded collie,Cataracts,1,"Salmon, Spinach, Chickpeas",Salmon & Spinach Chickpeas Stew
14,collie,Bearded collie,Cataracts,1,"Sardines, Broccoli, Chickpeas",Sardines & Broccoli Chickpeas Stew
14,collie,Bearded collie,Cataracts,1,"Sardines, Peas, Chickpeas",Sardines & Peas Chickpeas Stew
14,collie,Bearded collie,Cataracts,1,"Salmon, Sweet potato, Carrot, Kale, Sunflower seeds",Vision Shield Salmon Stew
14,collie,Bearded collie,Corneal dystrophy,1,"Beef liver, Broccoli, Sunflower seeds",Beef liver & Broccoli with Sunflower seeds
14,collie,Bearded collie,Corneal dystrophy,1,"Beef liver, Spinach, Sunflower seeds",Beef liver & Spinach with Sunflower seeds
14,collie,Bearded collie,Corneal dystrophy,1,"Egg yolk, Sweet potato, Spinach, Carrot, Blueberry",Bright Eyes Egg yolk Bowl #1
14,collie,Bearded collie,Corneal dystrophy,1,"Sardine, Sweet potato, Kale, Broccoli, Blueberry",Clear Sight Sardine Dinner #3
14,collie,Bearded collie,Corneal dystrophy,1,"Beef, Sweet potato, Spinach, Carrot, Blueberry",Eye Protect Beef Plate
14,collie,Bearded collie,Corneal dystrophy,1,"Herring, Pumpkin, Sunflower seeds",Herring & Pumpkin with Sunflower seeds
14,collie,Bearded collie,Corneal dystrophy,1,"Herring, Spinach, Sunflower seeds",Herring & Spinach with Sunflower seeds
14,collie,Bearded collie,Corneal dystrophy,1,"Mackerel, Kale, Sunflower seeds",Mackerel & Kale with Sunflower seeds
14,collie,Bearded collie,Corneal dystrophy,1,"Mackerel, Pumpkin, Sunflower seeds",Mackerel & Pumpkin with Sunflower seeds
14,collie,Bearded collie,Corneal dystrophy,1,"Oysters, Broccoli, Sunflower seeds",Oysters & Broccoli with Sunflower seeds
14,collie,Bearded collie,Corneal dystrophy,1,"Egg (whole), Pumpkin, Broccoli, Spinach, Sunflower seeds",Retina Guard Egg Mix
14,collie,Bearded collie,Corneal dystrophy,1,"Salmon, Carrot, Pumpkin seeds",Salmon & Carrot with Pumpkin seeds
14,collie,Bearded collie,Corneal dystrophy,1,"Salmon, Carrot, Sunflower seeds",Salmon & Carrot with Sunflower seeds
14,collie,Bearded collie,Corneal dystrophy,1,"Salmon, Sardines, Carrot",Salmon & Sardines Stew with Carrot
14,collie,Bearded collie,Corneal dystrophy,1,"Salmon, Carrot, Kale",Salmon with Carrot & Kale
14,collie,Bearded collie,Corneal dystrophy,1,"Salmon, Carrot, Sweet potato",Salmon with Carrot & Sweet potato
14,collie,Bearded collie,Corneal dystrophy,1,"Sardines, Kale, Sunflower seeds",Sardines & Kale with Sunflower seeds
14,collie,Bearded collie,Corneal dystrophy,1,"Sardines, Sweet potato, Sunflower seeds",Sardines & Sweet potato with Sunflower seeds
14,collie,Bearded collie,Corneal dystrophy,1,"Sardines, Carrot, Sweet potato",Sardines with Carrot & Sweet potato
14,collie,Bearded collie,Corneal dystrophy,1,"Salmon, Pumpkin, Carrot, Kale, Sunflower seeds",Vision Shield Salmon Stew #2
14,collie,Bearded collie,Follicular dysplasias,0,"Beef, Chickpeas",Beef & Chickpeas Stew
14,collie,Bearded collie,Follicular dysplasias,0,"Beef, Oats",Beef & Oats Porridge
14,collie,Bearded collie,Follicular dysplasias,0,"Beef liver, Chickpeas",Beef liver & Chickpeas Stew
14,collie,Bearded collie,Follicular dysplasias,0,"Salmon, Oats, Spinach, Chickpeas, Sunflower seeds",Coat Shine Salmon Stew #2
14,collie,Bearded collie,Follicular dysplasias,0,"Sardine, Pumpkin, Chickpeas, Carrot, Blueberry",Derma Care Sardine Dinner #3
14,collie,Bearded collie,Follicular dysplasias,0,"Eggs, Chickpeas",Eggs & Chickpeas Stew
14,collie,Bearded collie,Follicular dysplasias,0,"Eggs, Oats",Eggs & Oats Porridge
14,collie,Bearded collie,Follicular dysplasias,0,"Beef liver, Oats, Spinach, Chickpeas, Blueberry",Fur Renewal Beef liver Plate #5
14,collie,Bearded collie,Follicular dysplasias,0,"Herring, Spinach, Chickpeas",Herring & Spinach Chickpeas Stew
14,collie,Bearded collie,Follicular dysplasias,0,"Herring, Spinach, Oats",Herring & Spinach Oat Porridge
14,collie,Bearded collie,Follicular dysplasias,0,"Egg (whole), Sweet potato, Carrot, Spinach, Sunflower seeds",Itch Relief Egg Mix #4
14,collie,Bearded collie,Follicular dysplasias,0,"Mackerel, Pumpkin, Chickpeas",Mackerel & Pumpkin Chickpeas Stew
14,collie,Bearded collie,Follicular dysplasias,0,"Mackerel, Pumpkin, Oats",Mackerel & Pumpkin Oat Porridge
14,collie,Bearded collie,Follicular dysplasias,0,"Oysters, Chickpeas",Oysters & Chickpeas Stew
14,collie,Bearded collie,Follicular dysplasias,0,"Oysters, Oats",Oysters & Oats Porridge
14,collie,Bearded collie,Follicular dysplasias,0,"Salmon, Sweet potato, Chickpeas",Salmon & Sweet potato Chickpeas Stew
14,collie,Bearded collie,Follicular dysplasias,0,"Salmon, Sweet potato, Oats",Salmon & Sweet potato Oat Porridge
14,collie,Bearded collie,Follicular dysplasias,0,"Sardines, Carrot, Chickpeas",Sardines & Carrot Chickpeas Stew
14,collie,Bearded collie,Follicular dysplasias,0,"Sardines, Carrot, Oats",Sardines & Carrot Oat Porridge
14,collie,Bearded collie,Follicular dysplasias,0,"Egg (cooked), Sweet potato, Carrot, Spinach, Blueberry",Skin Glow Egg (cooked) Bowl
14,collie,Bearded collie,Hip dysplasia,1,"Beef trachea, Bell pepper, Brown rice",Beef trachea & Bell pepper Brown Rice Bowl
14,collie,Bearded collie,Hip dysplasia,1,"Beef trachea, Bell pepper, Oats",Beef trachea & Bell pepper Oat Porridge
14,collie,Bearded collie,Hip dysplasia,1,"Bone broth, Spinach, Brown rice",Bone broth & Spinach Brown Rice Bowl
14,collie,Bearded collie,Hip dysplasia,1,"Bone broth, Spinach, Oats",Bone broth & Spinach Oat Porridge
14,collie,Bearded collie,Hip dysplasia,1,"Salmon, Oats, Bell pepper, Broccoli, Blueberry",Cartilage Care Salmon Dinner
14,collie,Bearded collie,Hip dysplasia,1,"Chicken feet, Broccoli, Brown rice",Chicken feet & Broccoli Brown Rice Bowl
